name,gpu_model,vram_mb,cuda_cores,price_per_hour_usd_cents,driver_major,driver_minor
Jetson AGX Xavier 32 GB,Jetson AGX Xavier 32 GB,32768,512,221,546,33
P102-100,P102-100,5120,3200,371,535,47
P102-101,P102-101,10240,3200,370,534,50
P104-101,P104-101,4096,2560,333,536,31
Quadro GV100,Quadro GV100,32768,5120,462,544,37
Quadro P3200 Max-Q,Quadro P3200 Max-Q,6144,1792,279,536,28
Quadro P3200 Mobile,Quadro P3200 Mobile,6144,1792,286,535,21
Quadro P4200 Max-Q,Quadro P4200 Max-Q,8192,2304,307,535,21
Quadro P4200 Mobile,Quadro P4200 Mobile,8192,2304,315,536,30
Quadro P500 Mobile,Quadro P500 Mobile,2048,256,212,534,33
Quadro P5200 Max-Q,Quadro P5200 Max-Q,16384,2560,325,535,25
Quadro P5200 Mobile,Quadro P5200 Mobile,16384,2560,340,535,27
Quadro P620,Quadro P620,2048,512,221,534,44
Quadro P620 Mobile,Quadro P620 Mobile,4096,512,223,535,50
Quadro RTX 4000,Quadro RTX 4000,8192,2304,313,550,68
Quadro RTX 5000,Quadro RTX 5000,16384,3072,377,551,57
Quadro RTX 6000,Quadro RTX 6000,24576,4608,457,550,49
Quadro RTX 6000 Passive,Quadro RTX 6000 Passive,24576,4608,435,549,68
Quadro RTX 8000,Quadro RTX 8000,49152,4608,457,550,48
Quadro RTX 8000 Passive,Quadro RTX 8000 Passive,49152,4608,435,550,42
Tesla T4,Tesla T4,16384,2560,326,550,43
Tesla T4G,Tesla T4G,16384,2560,326,550,50
Tesla V100 DGXS 16 GB,Tesla V100 DGXS 16 GB,16384,5120,455,545,43
Tesla V100 DGXS 32 GB,Tesla V100 DGXS 32 GB,32768,5120,446,544,58
Tesla V100 FHHL,Tesla V100 FHHL,16384,5120,409,545,50
Tesla V100 PCIe 32 GB,Tesla V100 PCIe 32 GB,32768,5120,423,544,31
Tesla V100 SXM2 32 GB,Tesla V100 SXM2 32 GB,32768,5120,446,545,40
Tesla V100 SXM3 32 GB,Tesla V100 SXM3 32 GB,32768,5120,457,545,35
TITAN RTX,TITAN RTX,24576,4608,457,550,70
TITAN V CEO Edition,TITAN V CEO Edition,32768,5120,435,544,40
GeForce GTX 1050 Mobile 3 GB,GeForce GTX 1050 Mobile 3 GB,3072,768,235,535,45
GeForce GTX 1650,GeForce GTX 1650,4096,896,247,550,41
GeForce GTX 1650 Max-Q,GeForce GTX 1650 Max-Q,4096,1024,240,550,65
GeForce GTX 1650 Mobile,GeForce GTX 1650 Mobile,4096,1024,250,550,52
GeForce GTX 1650 SUPER,GeForce GTX 1650 SUPER,4096,1280,270,550,65
GeForce GTX 1660,GeForce GTX 1660,6144,1408,280,550,53
GeForce GTX 1660 SUPER,GeForce GTX 1660 SUPER,6144,1408,280,550,59
GeForce GTX 1660 Ti,GeForce GTX 1660 Ti,6144,1536,286,550,54
GeForce GTX 1660 Ti Max-Q,GeForce GTX 1660 Ti Max-Q,6144,1536,264,550,61
GeForce GTX 1660 Ti Mobile,GeForce GTX 1660 Ti Mobile,6144,1536,276,549,68
GeForce MX150 GP107,GeForce MX150 GP107,2048,384,218,535,37
GeForce MX230,GeForce MX230,2048,256,212,536,43
GeForce MX250,GeForce MX250,2048,384,212,535,26
GeForce MX250,GeForce MX250,2048,384,218,535,29
GeForce RTX 2060,GeForce RTX 2060,6144,1920,303,551,70
GeForce RTX 2060 Max-Q Refresh,GeForce RTX 2060 Max-Q Refresh,6144,1920,273,550,47
GeForce RTX 2060 Mobile,GeForce RTX 2060 Mobile,6144,1920,273,551,68
GeForce RTX 2060 Mobile Refresh,GeForce RTX 2060 Mobile Refresh,6144,1920,293,550,55
GeForce RTX 2060 SUPER,GeForce RTX 2060 SUPER,8192,2176,314,550,55
GeForce RTX 2060 SUPER Mobile,GeForce RTX 2060 SUPER Mobile,8192,2176,306,550,43
GeForce RTX 2070 Max-Q,GeForce RTX 2070 Max-Q,8192,2304,286,550,46
GeForce RTX 2070 Mobile,GeForce RTX 2070 Mobile,8192,2304,304,551,53
GeForce RTX 2070 SUPER,GeForce RTX 2070 SUPER,8192,2560,344,550,52
GeForce RTX 2080 Max-Q,GeForce RTX 2080 Max-Q,8192,2944,301,550,61
GeForce RTX 2080 Mobile,GeForce RTX 2080 Mobile,8192,2944,347,550,70
GeForce RTX 2080 SUPER,GeForce RTX 2080 SUPER,8192,3072,377,550,69
Jetson Nano,Jetson Nano,4096,128,203,525,26
P106M,P106M,4096,1152,247,534,39
Quadro P2000 Mobile,Quadro P2000 Mobile,3840,1152,247,535,25
Quadro P2200,Quadro P2200,5120,1280,260,535,34
Quadro P520 Max-Q,Quadro P520 Max-Q,4096,384,217,535,46
Quadro P520 Mobile,Quadro P520 Mobile,2048,384,217,535,35
Quadro RTX 3000 Max-Q,Quadro RTX 3000 Max-Q,6144,1920,273,550,59
Quadro RTX 3000 Mobile,Quadro RTX 3000 Mobile,6144,1920,283,550,53
Quadro RTX 3000 Mobile Refresh,Quadro RTX 3000 Mobile Refresh,6144,1920,283,550,47
Quadro RTX 3000 X2 Mobile,Quadro RTX 3000 X2 Mobile,6144,1920,285,550,43
Quadro RTX 4000 Max-Q,Quadro RTX 4000 Max-Q,8192,2560,310,550,48
Quadro RTX 4000 Mobile,Quadro RTX 4000 Mobile,8192,2560,325,551,70
Quadro RTX 5000 Max-Q,Quadro RTX 5000 Max-Q,16384,3072,329,549,47
Quadro RTX 5000 Mobile,Quadro RTX 5000 Mobile,16384,3072,347,550,53
Quadro RTX 6000 Mobile,Quadro RTX 6000 Mobile,24576,4608,407,549,62
Quadro T1000 Max-Q,Quadro T1000 Max-Q,4096,896,238,551,41
Quadro T1000 Mobile,Quadro T1000 Mobile,4096,896,241,549,48
Quadro T2000 Max-Q,Quadro T2000 Max-Q,4096,1024,244,549,53
Quadro T2000 Mobile,Quadro T2000 Mobile,4096,1024,257,550,69
Switch GPU 16nm,Switch GPU 16nm,4096,256,206,525,32
Tesla PG500-216,Tesla PG500-216,32768,5120,423,545,37
Tesla PG503-216,Tesla PG503-216,32768,4608,422,546,39
Tesla V100 SXM2 16 GB,Tesla V100 SXM2 16 GB,16384,5120,457,544,35
Tesla V100S PCIe 32 GB,Tesla V100S PCIe 32 GB,32768,5120,457,546,47
A100 PCIe 40 GB,A100 PCIe 40 GB,40960,6912,505,559,68
A100 SXM4 40 GB,A100 SXM4 40 GB,40960,6912,509,559,56
A100 SXM4 80 GB,A100 SXM4 80 GB,81920,6912,509,561,59
A40 PCIe,A40 PCIe,49152,10752,782,560,61
CMP 100HX-210,CMP 100HX-210,16384,5120,386,544,41
DRIVE A100 PROD,DRIVE A100 PROD,32768,6912,509,559,67
GeForce GTX 1650 GDDR6,GeForce GTX 1650 GDDR6,4096,896,245,550,44
GeForce GTX 1650 Max-Q,GeForce GTX 1650 Max-Q,4096,1024,236,551,48
GeForce GTX 1650 Mobile,GeForce GTX 1650 Mobile,4096,1024,248,550,41
GeForce GTX 1650 Ti Max-Q,GeForce GTX 1650 Ti Max-Q,4096,1024,239,550,58
GeForce GTX 1650 Ti Mobile,GeForce GTX 1650 Ti Mobile,4096,1024,247,549,52
GeForce GTX 1650 Ti Mobile,GeForce GTX 1650 Ti Mobile,4096,1024,247,550,49
GeForce GTX 1650 TU106,GeForce GTX 1650 TU106,4096,896,246,549,68
GeForce GTX 1650 TU116,GeForce GTX 1650 TU116,4096,896,245,551,53
GeForce MX330,GeForce MX330,2048,384,218,534,38
GeForce MX350,GeForce MX350,2048,640,229,535,40
GeForce MX350,GeForce MX350,2048,640,218,534,25
GeForce MX450 12W,GeForce MX450 12W,2048,896,225,550,67
GeForce MX450 30.5W 10Gbps,GeForce MX450 30.5W 10Gbps,2048,896,244,550,46
GeForce MX450 30.5W 8Gbps,GeForce MX450 30.5W 8Gbps,2048,896,235,550,68
GeForce RTX 2060 Max-Q,GeForce RTX 2060 Max-Q,6144,1920,271,550,43
GeForce RTX 2060 TU104,GeForce RTX 2060 TU104,6144,1920,303,550,69
GeForce RTX 2070 Max-Q Refresh,GeForce RTX 2070 Max-Q Refresh,8192,2304,282,550,64
GeForce RTX 2070 Mobile Refresh,GeForce RTX 2070 Mobile Refresh,8192,2304,305,551,44
GeForce RTX 2070 SUPER Max-Q,GeForce RTX 2070 SUPER Max-Q,8192,2560,292,550,63
GeForce RTX 2070 SUPER Mobile,GeForce RTX 2070 SUPER Mobile,8192,2560,311,551,64
GeForce RTX 2080 SUPER Max-Q,GeForce RTX 2080 SUPER Max-Q,8192,3072,294,550,61
GeForce RTX 2080 SUPER Mobile,GeForce RTX 2080 SUPER Mobile,8192,3072,350,549,43
GeForce RTX 3060 Ti,GeForce RTX 3060 Ti,8192,4864,453,561,72
GeForce RTX 3070,GeForce RTX 3070,8192,5888,517,561,56
GeForce RTX 3080,GeForce RTX 3080,10240,8704,665,560,57
GeForce RTX 3090,GeForce RTX 3090,24576,10496,755,559,76
GRID A100A,GRID A100A,32768,6912,423,560,76
GRID A100B,GRID A100B,49152,6912,423,560,75
GRID RTX T10-2,GRID RTX T10-2,2048,3584,357,550,51
GRID RTX T10-4,GRID RTX T10-4,4096,3584,357,550,44
Jetson Xavier NX 16 GB,Jetson Xavier NX 16 GB,16384,384,213,546,59
Jetson Xavier NX 8 GB,Jetson Xavier NX 8 GB,8192,384,213,545,58
Quadro RTX 5000 Mobile Refresh,Quadro RTX 5000 Mobile Refresh,16384,3072,347,550,67
Quadro RTX 5000 X2 Mobile,Quadro RTX 5000 X2 Mobile,16384,3072,347,549,70
Quadro T1000 Mobile GDDR6,Quadro T1000 Mobile GDDR6,4096,896,246,550,55
RTX A6000,RTX A6000,49152,10752,802,561,64
T500 Max-Q,T500 Max-Q,4096,896,239,550,50
T500 Mobile,T500 Mobile,4096,896,243,551,49
Tesla T10 16 GB,Tesla T10 16 GB,16384,3584,357,549,55
A10 PCIe,A10 PCIe,24576,9216,683,559,77
A100 PCIe 80 GB,A100 PCIe 80 GB,81920,6912,506,561,78
A100X,A100X,81920,6912,513,560,56
A10G,A10G,24576,9216,687,559,72
A16 PCIe,A16 PCIe,16384,1280,275,559,79
A2,A2,16384,1280,271,561,59
A2 PCIe,A2 PCIe,16384,1280,271,559,79
A30 PCIe,A30 PCIe,24576,3584,362,560,52
A30X,A30X,24576,3584,364,560,74
CMP 170HX 10 GB,CMP 170HX 10 GB,10240,4480,400,559,51
CMP 170HX 8 GB,CMP 170HX 8 GB,8192,4480,400,560,79
CMP 30HX,CMP 30HX,6144,1408,280,550,54
CMP 40HX,CMP 40HX,8192,2304,321,550,57
CMP 50HX,CMP 50HX,10240,3584,376,550,62
CMP 70HX,CMP 70HX,8192,3840,365,559,51
CMP 90HX,CMP 90HX,10240,6400,544,560,51
GeForce GT 1010,GeForce GT 1010,2048,256,212,535,45
GeForce GT 1010 DDR4,GeForce GT 1010 DDR4,2048,256,211,535,45
GeForce MX550,GeForce MX550,2048,1024,242,550,44
GeForce MX570,GeForce MX570,2048,2048,273,561,56
GeForce MX570 A,GeForce MX570 A,2048,2048,273,560,50
GeForce RTX 2050 Max-Q,GeForce RTX 2050 Max-Q,4096,2048,273,560,64
GeForce RTX 2050 Mobile,GeForce RTX 2050 Mobile,4096,2048,279,560,65
GeForce RTX 2060 12 GB,GeForce RTX 2060 12 GB,12288,2176,314,550,56
GeForce RTX 3050 Max-Q,GeForce RTX 3050 Max-Q,4096,2048,267,560,64
GeForce RTX 3050 Mobile,GeForce RTX 3050 Mobile,4096,2048,285,560,69
GeForce RTX 3050 Ti Max-Q,GeForce RTX 3050 Ti Max-Q,4096,2560,283,559,54
GeForce RTX 3050 Ti Mobile,GeForce RTX 3050 Ti Mobile,4096,2560,283,560,80
GeForce RTX 3050 Ti Mobile,GeForce RTX 3050 Ti Mobile,4096,2560,283,560,53
GeForce RTX 3060 12 GB,GeForce RTX 3060 12 GB,12288,3584,399,560,52
GeForce RTX 3060 12 GB GA104,GeForce RTX 3060 12 GB GA104,12288,3584,399,560,50
GeForce RTX 3060 3840SP,GeForce RTX 3060 3840SP,6144,3840,423,560,60
GeForce RTX 3060 Max-Q,GeForce RTX 3060 Max-Q,6144,3840,352,559,50
GeForce RTX 3060 Mobile,GeForce RTX 3060 Mobile,6144,3840,370,559,71
GeForce RTX 3070 Max-Q,GeForce RTX 3070 Max-Q,8192,5120,404,559,67
GeForce RTX 3070 Mobile,GeForce RTX 3070 Mobile,8192,5120,448,560,64
GeForce RTX 3070 Ti,GeForce RTX 3070 Ti,8192,6144,541,560,69
GeForce RTX 3080 Max-Q,GeForce RTX 3080 Max-Q,8192,6144,437,560,50
GeForce RTX 3080 Mobile,GeForce RTX 3080 Mobile,8192,6144,494,560,72
GeForce RTX 3080 Ti,GeForce RTX 3080 Ti,12288,10240,732,561,61
PG506-207,PG506-207,24576,3584,362,559,72
PG506-217,PG506-217,24576,3584,362,560,80
PG506-232,PG506-232,24576,3584,362,559,58
PG506-242,PG506-242,24576,3584,362,560,71
Quadro T1200 Max-Q,Quadro T1200 Max-Q,4096,1024,245,550,44
Quadro T1200 Mobile,Quadro T1200 Mobile,4096,1024,256,549,56
RTX A2000,RTX A2000,6144,3328,324,561,65
RTX A2000 12 GB,RTX A2000 12 GB,12288,3328,324,561,61
RTX A2000 Max-Q,RTX A2000 Max-Q,4096,2560,297,559,73
RTX A2000 Max-Q 8 GB,RTX A2000 Max-Q 8 GB,8192,2560,294,560,50
RTX A2000 Mobile,RTX A2000 Mobile,4096,2560,335,561,52
RTX A2000 Mobile 8 GB,RTX A2000 Mobile 8 GB,8192,2560,329,560,76
RTX A3000 Mobile,RTX A3000 Mobile,6144,4096,356,560,59
RTX A3000 Mobile 12 GB,RTX A3000 Mobile 12 GB,12288,4096,348,559,75
RTX A4 Mobile,RTX A4 Mobile,4096,2048,312,561,68
RTX A4000,RTX A4000,16384,6144,497,560,61
RTX A4000 Max-Q,RTX A4000 Max-Q,8192,5120,421,560,60
RTX A4000 Mobile,RTX A4000 Mobile,8192,5120,467,560,69
RTX A4000H,RTX A4000H,16384,6144,497,560,76
RTX A4500,RTX A4500,20480,7168,568,560,54
RTX A500,RTX A500,4096,2048,312,560,76
RTX A5000,RTX A5000,24576,8192,632,560,62
RTX A5000 Max-Q,RTX A5000 Max-Q,16384,6144,456,560,52
RTX A5000 Mobile,RTX A5000 Mobile,16384,6144,500,560,76
RTX A5000-12Q,RTX A5000-12Q,12288,8192,632,559,75
RTX A5000-8Q,RTX A5000-8Q,8192,8192,632,559,52
T1000,T1000,4096,896,239,550,46
T1000 8 GB,T1000 8 GB,8192,896,239,549,60
T400,T400,2048,384,217,550,51
T400 4 GB,T400 4 GB,4096,384,217,551,53
T600,T600,4096,640,227,550,57
T600 Max-Q,T600 Max-Q,4096,896,239,549,53
T600 Mobile,T600 Mobile,4096,896,239,551,43
A10M,A10M,20480,7168,563,560,73
A800 PCIe 40 GB,A800 PCIe 40 GB,40960,6912,505,560,65
A800 PCIe 80 GB,A800 PCIe 80 GB,81920,6912,505,560,63
A800 SXM4 80 GB,A800 SXM4 80 GB,81920,6912,509,560,56
GeForce GTX 1630,GeForce GTX 1630,4096,512,229,550,68
GeForce RTX 3050 4 GB,GeForce RTX 3050 4 GB,4096,2048,311,559,50
GeForce RTX 3050 8 GB,GeForce RTX 3050 8 GB,8192,2560,343,560,78
GeForce RTX 3050 8 GB GA107,GeForce RTX 3050 8 GB GA107,8192,2560,342,559,76
GeForce RTX 3050 Max-Q Refresh 4 GB,GeForce RTX 3050 Max-Q Refresh 4 GB,4096,2048,271,561,62
GeForce RTX 3050 Max-Q Refresh 6 GB,GeForce RTX 3050 Max-Q Refresh 6 GB,6144,2560,278,560,51
GeForce RTX 3050 Mobile Refresh 4 GB,GeForce RTX 3050 Mobile Refresh 4 GB,4096,2560,296,559,75
GeForce RTX 3050 Mobile Refresh 6 GB,GeForce RTX 3050 Mobile Refresh 6 GB,6144,2560,319,560,61
GeForce RTX 3050 OEM,GeForce RTX 3050 OEM,8192,2304,327,559,56
GeForce RTX 3060 8 GB,GeForce RTX 3060 8 GB,8192,3584,399,559,59
GeForce RTX 3060 8 GB GA104,GeForce RTX 3060 8 GB GA104,8192,3584,400,560,76
GeForce RTX 3060 Ti GA103,GeForce RTX 3060 Ti GA103,8192,4864,453,560,55
GeForce RTX 3060 Ti GDDR6X,GeForce RTX 3060 Ti GDDR6X,8192,4864,454,559,74
GeForce RTX 3070 Ti 8 GB GA102,GeForce RTX 3070 Ti 8 GB GA102,8192,6144,541,561,80
GeForce RTX 3070 Ti Max-Q,GeForce RTX 3070 Ti Max-Q,8192,5888,389,560,59
GeForce RTX 3070 Ti Mobile,GeForce RTX 3070 Ti Mobile,8192,5888,457,561,53
GeForce RTX 3070 TiM,GeForce RTX 3070 TiM,8192,5888,460,560,70
GeForce RTX 3080 12 GB,GeForce RTX 3080 12 GB,12288,8960,679,560,65
GeForce RTX 3080 Ti 20 GB,GeForce RTX 3080 Ti 20 GB,20480,10240,732,560,58
GeForce RTX 3080 Ti Max-Q,GeForce RTX 3080 Ti Max-Q,16384,7424,458,559,62
GeForce RTX 3080 Ti Mobile,GeForce RTX 3080 Ti Mobile,16384,7424,490,561,62
GeForce RTX 3090 Ti,GeForce RTX 3090 Ti,24576,10752,825,560,61
GeForce RTX 4080,GeForce RTX 4080,16384,9728,956,570,34
GeForce RTX 4090,GeForce RTX 4090,24576,16384,1479,570,49
H100 PCIe 80 GB,H100 PCIe 80 GB,81920,14592,995,565,48
H100 SXM5 80 GB,H100 SXM5 80 GB,81920,16896,1245,564,32
L40,L40,49152,18176,1597,569,27
L40 CNX,L40 CNX,24576,18176,1589,570,41
L40G,L40G,24576,18176,1589,569,20
L40S,L40S,49152,18176,1614,570,34
RTX 6000 Ada Generation,RTX 6000 Ada Generation,49152,18176,1606,570,24
RTX A1000 Embedded,RTX A1000 Embedded,4096,2048,272,559,72
RTX A1000 Mobile,RTX A1000 Mobile,4096,2048,273,559,77
RTX A1000 Mobile 6 GB,RTX A1000 Mobile 6 GB,6144,2560,291,560,60
RTX A2000 Embedded,RTX A2000 Embedded,4096,2560,293,559,73
RTX A3000 Mobile 12 GB,RTX A3000 Mobile 12 GB,12288,4096,384,559,76
RTX A4500 Embedded,RTX A4500 Embedded,16384,5888,421,560,55
RTX A4500 Max-Q,RTX A4500 Max-Q,16384,5888,421,560,57
RTX A4500 Mobile,RTX A4500 Mobile,16384,5888,474,560,72
RTX A500 Embedded,RTX A500 Embedded,4096,2048,284,561,76
RTX A500 Mobile,RTX A500 Mobile,4096,2048,297,560,66
RTX A5500,RTX A5500,24576,10240,729,561,68
RTX A5500 Max-Q,RTX A5500 Max-Q,16384,7424,489,561,52
RTX A5500 Mobile,RTX A5500 Mobile,16384,7424,546,560,61
T550 Mobile,T550 Mobile,4096,1024,252,549,43
GeForce RTX 4050 Max-Q,GeForce RTX 4050 Max-Q,6144,2560,327,570,50
GeForce RTX 4050 Mobile,GeForce RTX 4050 Mobile,6144,2560,339,569,28
GeForce RTX 4060,GeForce RTX 4060,8192,3072,434,570,29
GeForce RTX 4060 Max-Q,GeForce RTX 4060 Max-Q,8192,3072,339,569,45
GeForce RTX 4060 Mobile,GeForce RTX 4060 Mobile,8192,3072,381,569,48
GeForce RTX 4060 Ti 16 GB,GeForce RTX 4060 Ti 16 GB,16384,4352,542,569,22
GeForce RTX 4060 Ti 8 GB,GeForce RTX 4060 Ti 8 GB,8192,4352,542,570,44
GeForce RTX 4070,GeForce RTX 4070,12288,5888,652,569,40
GeForce RTX 4070 Max-Q,GeForce RTX 4070 Max-Q,8192,4608,375,570,39
GeForce RTX 4070 Mobile,GeForce RTX 4070 Mobile,8192,4608,442,570,39
GeForce RTX 4070 Ti,GeForce RTX 4070 Ti,12288,7680,822,570,25
GeForce RTX 4080 Max-Q,GeForce RTX 4080 Max-Q,12288,7424,509,570,31
GeForce RTX 4080 Mobile,GeForce RTX 4080 Mobile,12288,7424,582,570,39
GeForce RTX 4090 D,GeForce RTX 4090 D,24576,14592,1340,569,33
GeForce RTX 4090 Max-Q,GeForce RTX 4090 Max-Q,16384,9728,636,571,38
GeForce RTX 4090 Mobile,GeForce RTX 4090 Mobile,16384,9728,709,570,34
H100 CNX,H100 CNX,81920,14592,1035,564,53
H100 NVL 94 GB,H100 NVL 94 GB,96256,16896,1136,565,30
H100 PCIe 96 GB,H100 PCIe 96 GB,98304,16896,1171,565,44
H100 SXM5 64 GB,H100 SXM5 64 GB,65536,16896,1245,565,42
H100 SXM5 94 GB,H100 SXM5 94 GB,96256,16896,1245,564,38
H100 SXM5 96 GB,H100 SXM5 96 GB,98304,16896,1245,565,50
H800 PCIe 80 GB,H800 PCIe 80 GB,81920,14592,995,566,60
H800 SXM5,H800 SXM5,81920,16896,1128,566,47
Jetson AGX Orin 32 GB,Jetson AGX Orin 32 GB,32768,1792,252,560,76
Jetson AGX Orin 64 GB,Jetson AGX Orin 64 GB,65536,2048,283,560,50
Jetson Orin Nano 4 GB,Jetson Orin Nano 4 GB,4096,512,209,560,64
Jetson Orin Nano 8 GB,Jetson Orin Nano 8 GB,8192,1024,219,560,70
Jetson Orin NX 16 GB,Jetson Orin NX 16 GB,16384,1024,229,560,70
Jetson Orin NX 8 GB,Jetson Orin NX 8 GB,8192,1024,224,560,73
L20,L20,49152,11776,1118,570,42
L4,L4,24576,7424,667,570,43
RTX 2000 Embedded Ada Generation,RTX 2000 Embedded Ada Generation,8192,3072,390,570,35
RTX 2000 Max-Q Ada Generation,RTX 2000 Max-Q Ada Generation,8192,3072,338,571,20
RTX 2000 Mobile Ada Generation,RTX 2000 Mobile Ada Generation,8192,3072,400,570,28
RTX 3000 Mobile Ada Generation,RTX 3000 Mobile Ada Generation,8192,4608,442,570,41
RTX 3500 Embedded Ada Generation,RTX 3500 Embedded Ada Generation,12288,5120,556,569,43
RTX 3500 Mobile Ada Generation,RTX 3500 Mobile Ada Generation,12288,5120,445,571,50
RTX 4000 Ada Generation,RTX 4000 Ada Generation,20480,6144,613,569,44
RTX 4000 Mobile Ada Generation,RTX 4000 Mobile Ada Generation,12288,7424,582,569,25
RTX 4000 SFF Ada Generation,RTX 4000 SFF Ada Generation,20480,6144,496,571,32
RTX 4500 Ada Generation,RTX 4500 Ada Generation,24576,7680,813,571,40
RTX 5000 Ada Generation,RTX 5000 Ada Generation,32768,12800,1208,571,38
RTX 5000 Embedded Ada Generation,RTX 5000 Embedded Ada Generation,16384,9728,705,570,23
RTX 5000 Embedded Ada Generation X2,RTX 5000 Embedded Ada Generation X2,16384,9728,705,570,29
RTX 5000 Max-Q Ada Generation,RTX 5000 Max-Q Ada Generation,16384,9728,705,570,36
RTX 5000 Mobile Ada Generation,RTX 5000 Mobile Ada Generation,16384,9728,835,570,45
B100,B100,98304,16896,1178,575,30
B200 SXM 192 GB,B200 SXM 192 GB,98304,16896,1178,575,16
GeForce RTX 3050 6 GB,GeForce RTX 3050 6 GB,6144,2304,305,561,74
GeForce RTX 3050 A Mobile,GeForce RTX 3050 A Mobile,4096,1792,275,560,57
GeForce RTX 4010,GeForce RTX 4010,4096,768,242,559,68
GeForce RTX 4060 AD106,GeForce RTX 4060 AD106,8192,3072,434,571,39
GeForce RTX 4060 Ti AD104,GeForce RTX 4060 Ti AD104,8192,4352,542,570,27
GeForce RTX 4070 AD103,GeForce RTX 4070 AD103,12288,5888,652,570,41
GeForce RTX 4070 GDDR6,GeForce RTX 4070 GDDR6,12288,5888,652,570,43
GeForce RTX 4070 SUPER,GeForce RTX 4070 SUPER,12288,7168,750,570,29
GeForce RTX 4070 Ti SUPER,GeForce RTX 4070 Ti SUPER,16384,8448,884,571,24
GeForce RTX 4070 Ti SUPER AD102,GeForce RTX 4070 Ti SUPER AD102,16384,8448,884,571,38
GeForce RTX 4080 SUPER,GeForce RTX 4080 SUPER,16384,10240,1010,570,30
H200 NVL,H200 NVL,144384,16896,1141,564,58
H200 SXM 141 GB,H200 SXM 141 GB,144384,16896,1245,564,40
RTX 1000 Mobile Ada Generation,RTX 1000 Mobile Ada Generation,6144,2560,360,570,22
RTX 2000 Ada Generation,RTX 2000 Ada Generation,16384,2816,386,570,39
RTX 500 Mobile Ada Generation,RTX 500 Mobile Ada Generation,4096,2048,328,571,47
RTX 5880 Ada Generation,RTX 5880 Ada Generation,49152,14080,1271,570,29
RTX A1000,RTX A1000,8192,2304,304,559,62
RTX A400,RTX A400,4096,768,242,561,76
GB10,GB10,131072,6144,677,574,27
GeForce RTX 5050,GeForce RTX 5050,8192,2560,405,575,37
GeForce RTX 5050 Mobile,GeForce RTX 5050 Mobile,8192,2560,319,575,23
GeForce RTX 5060,GeForce RTX 5060,8192,3840,498,575,30
GeForce RTX 5060 Mobile,GeForce RTX 5060 Mobile,8192,3328,349,576,25
GeForce RTX 5060 Ti 16 GB,GeForce RTX 5060 Ti 16 GB,16384,4608,568,575,17
GeForce RTX 5060 Ti 8 GB,GeForce RTX 5060 Ti 8 GB,8192,4608,568,575,10
GeForce RTX 5070,GeForce RTX 5070,12288,6144,680,574,13
GeForce RTX 5070 Mobile,GeForce RTX 5070 Mobile,8192,4608,402,574,25
GeForce RTX 5070 Ti,GeForce RTX 5070 Ti,16384,8960,882,575,21
GeForce RTX 5070 Ti Mobile,GeForce RTX 5070 Ti Mobile,12288,5888,463,575,32
GeForce RTX 5080,GeForce RTX 5080,16384,10752,1073,576,20
GeForce RTX 5080 Mobile,GeForce RTX 5080 Mobile,16384,7680,555,575,11
GeForce RTX 5090,GeForce RTX 5090,32768,21760,1824,576,19
GeForce RTX 5090 D,GeForce RTX 5090 D,32768,21760,1824,575,26
GeForce RTX 5090 D V2,GeForce RTX 5090 D V2,24576,21760,1824,576,27
GeForce RTX 5090 Mobile,GeForce RTX 5090 Mobile,24576,10496,690,574,29
Jetson T4000,Jetson T4000,65536,1536,320,575,17
Jetson T5000,Jetson T5000,131072,2560,399,576,27
RTX PRO 2000 Blackwell,RTX PRO 2000 Blackwell,16384,4352,463,574,36
RTX PRO 4000 Blackwell,RTX PRO 4000 Blackwell,24576,8960,769,575,16
RTX PRO 4000 Blackwell SFF,RTX PRO 4000 Blackwell SFF,24576,8960,595,576,29
RTX PRO 4500 Blackwell,RTX PRO 4500 Blackwell,32768,10496,981,575,27
RTX PRO 5000 72 GB Blackwell,RTX PRO 5000 72 GB Blackwell,73728,14080,1235,575,10
RTX PRO 5000 Blackwell,RTX PRO 5000 Blackwell,49152,14080,1235,575,33
RTX PRO 6000 Blackwell,RTX PRO 6000 Blackwell,98304,24064,2150,575,19
RTX PRO 6000 Blackwell Max-Q,RTX PRO 6000 Blackwell Max-Q,98304,24064,1892,575,35
RTX PRO 6000 Blackwell Server,RTX PRO 6000 Blackwell Server,98304,24064,2150,575,10
RTX PRO 6000D Blackwell,RTX PRO 6000D Blackwell,98304,24064,2150,575,28
RTX PRO 6000D Blackwell Max-Q,RTX PRO 6000D Blackwell Max-Q,98304,24064,1898,575,18
Switch 2 GPU,Switch 2 GPU,12288,1536,267,560,58
GeForce RTX 5070 SUPER,GeForce RTX 5070 SUPER,18432,6400,700,575,16
GeForce RTX 5070 Ti SUPER,GeForce RTX 5070 Ti SUPER,16384,8960,883,575,32
GeForce RTX 5080 SUPER,GeForce RTX 5080 SUPER,24576,10752,1074,575,31
Graphics Chrome 430 GT,Graphics Chrome 430 GT,256,32,203,535,49
Graphics Chrome 440 GTX,Graphics Chrome 440 GTX,256,32,204,535,28
Graphics Chrome 530 GT,Graphics Chrome 530 GT,512,32,203,534,47
Graphics Chrome 540 GTX,Graphics Chrome 540 GTX,256,32,204,534,35
S3G Chrome 640,S3G Chrome 640,0,64,201,535,27
S3G Chrome 645,S3G Chrome 645,0,64,201,536,31
